model,elapsed_s,rss_mb,vms_mb,soc_temp_c,pmic_temp_c,arm_clock_mhz,get_throttled_raw,throttled_any,undervoltage_any,cpu_percent_total,process_cpu_percent
rps_ssd_lite_int8.tflite,0.0,43.40625,83.015625,52.35,,2400.0,0x0,False,False,,
rps_ssd_lite_int8.tflite,0.016859054565429688,43.484375,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,120.11403867566356
rps_ssd_lite_int8.tflite,0.03318357467651367,43.484375,83.015625,52.35,,2400.0,0x0,False,False,16.666666666666664,61.20953093011782
rps_ssd_lite_int8.tflite,0.049292564392089844,43.484375,83.015625,54.0,,2400.0,0x0,False,False,28.57142857142857,62.05715240699142
rps_ssd_lite_int8.tflite,0.06553268432617188,43.484375,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,123.19786167848274
rps_ssd_lite_int8.tflite,0.08166861534118652,43.484375,83.015625,52.9,,2400.0,0x0,False,False,16.666666666666664,61.97624264399177
rps_ssd_lite_int8.tflite,0.09768271446228027,43.5,83.015625,52.9,,2400.0,0x0,False,False,28.57142857142857,124.8064797554973
rps_ssd_lite_int8.tflite,0.11393165588378906,43.5,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,61.59078148894144
rps_ssd_lite_int8.tflite,0.13014459609985352,43.5,83.015625,52.9,,2400.0,0x0,False,False,28.57142857142857,61.62993553465379
rps_ssd_lite_int8.tflite,0.14728999137878418,43.5,83.015625,54.0,,2400.0,0x0,False,False,28.57142857142857,116.64990115623156
rps_ssd_lite_int8.tflite,0.1632556915283203,43.5,83.015625,53.45,,2400.0,0x0,False,False,28.57142857142857,125.22353182233938
rps_ssd_lite_int8.tflite,0.17949223518371582,43.515625,83.015625,54.0,,2400.0,0x0,False,False,16.666666666666664,61.62536278222202
rps_ssd_lite_int8.tflite,0.19569730758666992,43.515625,83.015625,53.45,,2400.0,0x0,False,False,28.57142857142857,61.68343849557032
rps_ssd_lite_int8.tflite,0.2117443084716797,43.515625,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,124.62157102445995
rps_ssd_lite_int8.tflite,0.22791481018066406,43.515625,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,61.846843220336105
rps_ssd_lite_int8.tflite,0.2441413402557373,43.53125,83.015625,54.0,,2400.0,0x0,False,False,16.666666666666664,123.26886598079588
rps_ssd_lite_int8.tflite,0.26036643981933594,43.53125,83.015625,53.45,,2400.0,0x0,False,False,28.57142857142857,61.65653474766719
rps_ssd_lite_int8.tflite,0.2764549255371094,43.53125,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,62.12905073721012
rps_ssd_lite_int8.tflite,0.29260730743408203,43.546875,83.015625,52.9,,2400.0,0x0,False,False,14.28571428571429,123.88253309278126
rps_ssd_lite_int8.tflite,0.308624267578125,43.546875,83.015625,52.9,,2400.0,0x0,False,False,19.999999999999996,62.40764059328678
rps_ssd_lite_int8.tflite,0.3246431350708008,43.546875,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,62.40857923231199
rps_ssd_lite_int8.tflite,0.3407094478607178,43.546875,83.015625,53.45,,2400.0,0x0,False,False,28.57142857142857,124.4968769977296
rps_ssd_lite_int8.tflite,0.356670618057251,43.546875,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,62.64539997550405
rps_ssd_lite_int8.tflite,0.37267065048217773,43.546875,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,125.00106250075079
rps_ssd_lite_int8.tflite,0.3887495994567871,43.546875,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,62.19996679884049
rps_ssd_lite_int8.tflite,0.4047856330871582,43.546875,83.015625,53.45,,2400.0,0x0,False,False,28.57142857142857,62.357124241528375
rps_ssd_lite_int8.tflite,0.42078638076782227,43.5625,83.015625,54.0,,2400.0,0x0,False,False,16.666666666666664,125.01857306662174
rps_ssd_lite_int8.tflite,0.436877965927124,43.5625,83.015625,54.0,,2400.0,0x0,False,False,37.5,62.13505364457475
rps_ssd_lite_int8.tflite,0.4529454708099365,43.5625,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,62.229430325666165
rps_ssd_lite_int8.tflite,0.4690244197845459,43.5625,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,124.83707201799432
rps_ssd_lite_int8.tflite,0.485137939453125,43.5625,83.015625,52.35,,2400.0,0x0,False,False,28.57142857142857,61.83713681444533
rps_ssd_lite_int8.tflite,0.5011847019195557,43.59375,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,124.69264820869164
rps_ssd_lite_int8.tflite,0.5172967910766602,43.59375,83.015625,52.9,,2400.0,0x0,False,False,16.666666666666664,62.05130699805018
rps_ssd_lite_int8.tflite,0.5334351062774658,43.59375,83.015625,54.0,,2400.0,0x0,False,False,16.666666666666664,61.97552822012401
rps_ssd_lite_int8.tflite,0.5494308471679688,43.59375,83.015625,53.45,,2400.0,0x0,False,False,16.666666666666664,124.97849588703484
rps_ssd_lite_int8.tflite,0.5655436515808105,43.59375,83.015625,53.45,,2400.0,0x0,False,False,28.57142857142857,62.096400560437935
rps_ssd_lite_int8.tflite,0.5816347599029541,43.59375,83.015625,54.0,,2400.0,0x0,False,False,16.666666666666664,62.119259415976096
