model,model_path,backend,file_size_bytes,file_size_mb,input_shape,input_dtype,input_quantization,output_shapes,output_dtypes,output_quantization,warmup,repeat,mean_inference_ms,median_inference_ms,min_inference_ms,max_inference_ms,rss_mb_start,rss_mb_end,rss_mb_mean,rss_mb_peak,vms_mb_mean,vms_mb_peak,cpu_percent_total_mean,process_cpu_percent_mean,soc_temp_start_c,soc_temp_end_c,soc_temp_mean_c,soc_temp_max_c,pmic_temp_mean_c,pmic_temp_max_c,arm_clock_mhz_mean,throttled_any,undervoltage_any,get_throttled_raw,metrics_note,benchmark_note
rps_ssd_lite_int8.tflite,/home/dain/AI_assignment/models/rps_ssd_lite_int8.tflite,tflite_runtime,36768,0.035064697265625,"[1, 64, 64, 3]",int8,"(0.003921568859368563, -128)","[[1, 256, 7]]",['int8'],"[(0.02992659993469715, -30)]",20,1000,1.2833828050443117,1.2698085001829895,1.2605669999175007,1.4031779992365045,43.40625,43.828125,43.64449257425743,43.828125,83.015625,83.015625,21.894047619047615,85.62794154603138,52.35,54.0,53.945544554455445,55.65,,,2400.0,False,False,0x0,"CPU, temperature, clock, and throttling values are power-related proxy metrics, not direct watt measurements.",This is a headless random-input inference benchmark. It does not measure camera display behavior or formal detection accuracy.
