model,model_path,backend,file_size_bytes,file_size_mb,input_shape,input_dtype,input_quantization,output_shapes,output_dtypes,output_quantization,warmup,repeat,mean_inference_ms,median_inference_ms,min_inference_ms,max_inference_ms,rss_mb_start,rss_mb_end,rss_mb_mean,rss_mb_peak,vms_mb_mean,vms_mb_peak,cpu_percent_total_mean,process_cpu_percent_mean,soc_temp_start_c,soc_temp_end_c,soc_temp_mean_c,soc_temp_max_c,pmic_temp_mean_c,pmic_temp_max_c,arm_clock_mhz_mean,throttled_any,undervoltage_any,get_throttled_raw,metrics_note,benchmark_note
RPS_PreTrained_SSD.tflite,/home/dain/AI_assignment/models/RPS_PreTrained_SSD.tflite,tflite_runtime,11498836,10.966144561767578,"[1, 320, 320, 3]",float32,"(0.0, 0)","[[1, 10], [1, 10, 4], [1], [1, 10]]","['float32', 'float32', 'float32', 'float32']","[(0.0, 0), (0.0, 0), (0.0, 0), (0.0, 0)]",20,300,67.99329712332717,67.91047300066566,67.52934500036645,74.96923400140076,85.65625,85.890625,85.8351814516129,85.890625,124.54233870967742,124.546875,24.97522516623024,99.35383561111068,57.3,63.35,61.061290322580646,65.55,,,2400.0,False,False,0x0,"CPU, temperature, clock, and throttling values are power-related proxy metrics, not direct watt measurements.",This is a headless random-input inference benchmark. It does not measure camera display behavior or formal detection accuracy.
