model,iteration,inference_ms
rps_ssd_lite_fp32.tflite,0,3.1892799997876864
rps_ssd_lite_fp32.tflite,1,3.0348920008691493
rps_ssd_lite_fp32.tflite,2,2.9107259997545043
rps_ssd_lite_fp32.tflite,3,2.9161330003262265
rps_ssd_lite_fp32.tflite,4,3.1787619991519023
rps_ssd_lite_fp32.tflite,5,2.910689001510036
rps_ssd_lite_fp32.tflite,6,3.0666509992443025
rps_ssd_lite_fp32.tflite,7,2.9236520003905753
rps_ssd_lite_fp32.tflite,8,2.947113998743589
rps_ssd_lite_fp32.tflite,9,2.9306149990588892
rps_ssd_lite_fp32.tflite,10,3.126725001493469
rps_ssd_lite_fp32.tflite,11,3.176557998813223
rps_ssd_lite_fp32.tflite,12,2.929780999693321
rps_ssd_lite_fp32.tflite,13,3.0317999990074895
rps_ssd_lite_fp32.tflite,14,2.9575409989774926
rps_ssd_lite_fp32.tflite,15,3.0455399992206367
rps_ssd_lite_fp32.tflite,16,2.9922070007160073
rps_ssd_lite_fp32.tflite,17,3.054910999708227
rps_ssd_lite_fp32.tflite,18,2.9717809993599076
rps_ssd_lite_fp32.tflite,19,3.1056879997777287
rps_ssd_lite_fp32.tflite,20,3.175429001203156
rps_ssd_lite_fp32.tflite,21,3.0367990002559964
rps_ssd_lite_fp32.tflite,22,2.942263001386891
rps_ssd_lite_fp32.tflite,23,2.9757449992757756
rps_ssd_lite_fp32.tflite,24,3.0366510000021663
rps_ssd_lite_fp32.tflite,25,3.018429000803735
rps_ssd_lite_fp32.tflite,26,3.071798999371822
rps_ssd_lite_fp32.tflite,27,3.0253920012910385
rps_ssd_lite_fp32.tflite,28,2.922855999713647
rps_ssd_lite_fp32.tflite,29,3.0829659990558866
rps_ssd_lite_fp32.tflite,30,3.1045029991219053
rps_ssd_lite_fp32.tflite,31,3.02396600091015
rps_ssd_lite_fp32.tflite,32,3.2053539998742053
rps_ssd_lite_fp32.tflite,33,3.0583179996028775
rps_ssd_lite_fp32.tflite,34,2.884819001337746
rps_ssd_lite_fp32.tflite,35,2.9670780004380504
rps_ssd_lite_fp32.tflite,36,3.0387620008696103
rps_ssd_lite_fp32.tflite,37,2.941410999483196
rps_ssd_lite_fp32.tflite,38,2.916022000135854
rps_ssd_lite_fp32.tflite,39,2.906374000303913
rps_ssd_lite_fp32.tflite,40,3.1852620013523847
rps_ssd_lite_fp32.tflite,41,2.991003000715864
rps_ssd_lite_fp32.tflite,42,3.032393000466982
rps_ssd_lite_fp32.tflite,43,3.0029110002942616
rps_ssd_lite_fp32.tflite,44,3.0873920004523825
rps_ssd_lite_fp32.tflite,45,2.8636159986490384
rps_ssd_lite_fp32.tflite,46,2.8005790009046905
rps_ssd_lite_fp32.tflite,47,3.1280399998649955
rps_ssd_lite_fp32.tflite,48,3.0495400005747797
rps_ssd_lite_fp32.tflite,49,2.9586150012619328
rps_ssd_lite_fp32.tflite,50,3.1387620001623873
