model,elapsed_s,rss_mb,vms_mb,soc_temp_c,pmic_temp_c,arm_clock_mhz,get_throttled_raw,throttled_any,undervoltage_any,cpu_percent_total,process_cpu_percent
rps_ssd_lite_fp32.tflite,0.0,44.546875,371.703125,50.15,,2400.0,0x0,False,False,,
rps_ssd_lite_fp32.tflite,0.03439521789550781,44.640625,371.703125,50.7,,2400.0,0x0,False,False,21.42857142857143,117.50882696757847
rps_ssd_lite_fp32.tflite,0.06859326362609863,44.640625,371.703125,50.7,,2400.0,0x0,False,False,23.076923076923073,87.57326342632498
rps_ssd_lite_fp32.tflite,0.10158205032348633,44.640625,371.703125,51.8,,2400.0,0x0,False,False,23.076923076923073,121.23028004072461
rps_ssd_lite_fp32.tflite,0.1352543830871582,44.640625,371.703125,51.25,,2400.0,0x0,False,False,28.57142857142857,89.10480236331105
rps_ssd_lite_fp32.tflite,0.1690523624420166,44.640625,371.703125,51.25,,2400.0,0x0,False,False,21.42857142857143,88.75891165509003
rps_ssd_lite_fp32.tflite,0.2026047706604004,44.65625,371.703125,50.7,,2400.0,0x0,False,False,28.57142857142857,89.39786070958769
rps_ssd_lite_fp32.tflite,0.23637890815734863,44.65625,371.703125,51.25,,2400.0,0x0,False,False,16.666666666666664,88.83771572999532
rps_ssd_lite_fp32.tflite,0.2702012062072754,44.65625,371.703125,51.25,,2400.0,0x0,False,False,33.333333333333336,59.10628518897982
rps_ssd_lite_fp32.tflite,0.3028390407562256,44.65625,371.703125,51.25,,2400.0,0x0,False,False,23.076923076923073,122.55693850026275
rps_ssd_lite_fp32.tflite,0.3363659381866455,44.671875,371.703125,51.25,,2400.0,0x0,False,False,16.666666666666664,89.51740717852307
rps_ssd_lite_fp32.tflite,0.3688981533050537,44.671875,371.703125,52.35,,2400.0,0x0,False,False,23.076923076923073,92.17947208243342
rps_ssd_lite_fp32.tflite,0.40271973609924316,44.671875,371.703125,51.25,,2400.0,0x0,False,False,26.66666666666667,88.69709817040994
rps_ssd_lite_fp32.tflite,0.4364030361175537,44.671875,371.703125,52.35,,2400.0,0x0,False,False,23.076923076923073,118.7694898834857
rps_ssd_lite_fp32.tflite,0.4697277545928955,44.671875,371.703125,52.35,,2400.0,0x0,False,False,28.57142857142857,90.00535261827905
