frame_index,elapsed_s,phase,is_warmup,capture_ms,preprocess_ms,inference_ms,postprocess_draw_ms,display_wait_ms,total_frame_ms,top_label,top_confidence,detection_pass,expected_label,expected_match,drawn_count
45,4.675395727157593,warmup,True,0.18270300097356085,1.7154170000139857,68.02060799964238,0.1741479991324013,11.248922999584465,81.47483399989142,Scissors,0.7446626424789429,True,none,False,1
46,4.756887197494507,warmup,True,31.882499999483116,1.7088239983422682,68.05846000133897,0.1802770002541365,12.259880000783596,114.22664500059909,Paper,0.8060840368270874,True,none,False,1
47,4.871129512786865,warmup,True,0.18729499970504548,1.7215280004165834,67.66522199905012,0.23297999905480538,11.258312000791193,81.20046600015485,Paper,0.7678290009498596,True,none,False,2
48,4.952345371246338,warmup,True,36.43373599879851,1.7113800004153745,68.18770000063523,0.2625540000735782,12.278640000658925,119.00638000042818,Paper,0.778859555721283,True,none,False,2
49,5.0713677406311035,measure,False,0.18388799981039483,2.214562000517617,67.77579499976127,0.1517770015198039,11.264515000220854,84.10469100090268,Paper,0.7835220098495483,True,none,False,1
50,5.155488014221191,measure,False,33.302121999440715,1.7099169999710284,68.00399700114212,0.010740999641711824,12.312602999372757,115.50835999878473,Scissors,0.5883333683013916,False,none,False,0
51,5.271012783050537,measure,False,0.1910539995151339,1.727508999465499,67.92181299897493,0.01105499904952012,11.254810999162146,81.27828000033333,Paper,0.362246572971344,False,none,False,0
52,5.352308034896851,measure,False,36.48341999905824,1.7161759988084668,67.85346100150491,0.01133399928221479,11.285996999504277,117.52110999987053,Paper,0.4322660565376282,False,none,False,0
53,5.469845533370972,measure,False,0.19357299970579334,1.7625649998080917,68.07579300038924,0.01038899972627405,11.278625999693759,81.48764900033711,Paper,0.5620421171188354,False,none,False,0
54,5.551350355148315,measure,False,37.45425000124669,1.7133799992734566,68.0340899998555,0.010685000233934261,12.323917999310652,119.70895000013115,Paper,0.49758413434028625,False,none,False,0
55,5.671075344085693,measure,False,0.1815169998735655,1.720991000183858,67.61992599967925,0.010591998943709768,11.260256000241498,80.96670800114225,Paper,0.4542723000049591,False,none,False,0
56,5.752058506011963,measure,False,32.76532900054008,1.7123609995906008,67.99568299902603,0.011037000149372034,12.325288000283763,114.97993699958897,Paper,0.5096817016601562,False,none,False,0
57,5.867054462432861,measure,False,0.1923139989230549,1.7246209990844363,67.99279400001979,0.011184998584212735,11.267386000326951,81.35855799991987,Paper,0.5172114372253418,False,none,False,0
58,5.948429346084595,measure,False,36.392533000253025,1.7337500012217788,68.11186699997052,0.18436900063534267,12.29039900135831,118.84765799914021,Paper,0.8513832688331604,True,none,False,1
59,6.067293405532837,measure,False,0.189183998372755,1.8181569994339952,67.90725700011535,0.01049999991664663,11.255108000113978,83.75215600062802,Paper,0.6522115468978882,False,none,False,0
60,6.151061534881592,measure,False,33.77626900146424,2.3375809996650787,68.04538600044907,0.010461999409017153,11.259312001129729,115.60476700105937,Paper,0.5131827592849731,False,none,False,0
61,6.266682863235474,measure,False,0.1922960000229068,1.7137129998445744,68.06216400036647,0.01137000072048977,11.281163000603556,81.43463099986548,Paper,0.5523415803909302,False,none,False,0
62,6.34813380241394,measure,False,36.70978999980434,1.7174360000353772,68.14449599914951,0.011333000657032244,11.25712700013537,118.04334699991159,Paper,0.37439242005348206,False,none,False,0
63,6.466193199157715,measure,False,0.19610999879660085,1.7498800007160753,67.96547900012229,0.010628999007167295,11.291810998955043,81.38176100146666,Paper,0.41044291853904724,False,none,False,0
64,6.547590732574463,measure,False,33.266567001192016,1.7183800009661354,68.16512600016722,0.010814999768626876,11.25023699933081,114.60034700030519,Paper,0.4463317096233368,False,none,False,0
65,6.6622090339660645,measure,False,0.1819989993236959,1.74028699984774,68.00268300139578,0.010462999853189103,11.272756000835216,81.38155699998606,Paper,0.41491442918777466,False,none,False,0
66,6.743606805801392,measure,False,37.26393499891856,1.726251000945922,68.19755200012878,0.01079600042430684,11.260774999755085,118.62880700027745,Rock,0.48261845111846924,False,none,False,0
67,6.86225152015686,measure,False,0.19114799943054095,1.74869399961608,67.93070200001239,0.010963000022456981,11.287940998954582,81.34546500150464,Rock,0.40738049149513245,False,none,False,0
68,6.943612575531006,measure,False,37.26112000003923,1.712601999315666,67.91397900087759,0.010370000381954014,12.326916999882087,119.39395199988212,Scissors,0.3294471800327301,False,none,False,0
69,7.063023090362549,measure,False,0.1891289994091494,2.2685429994453443,68.12005299980228,0.010925999958999455,11.28064499971515,84.37107800091326,Scissors,0.6014542579650879,False,none,False,0
70,7.147411584854126,measure,False,33.478584000476985,1.7089730008592596,67.98053399870696,0.01022200012812391,12.321157999394927,115.66845299967099,Scissors,0.5914080142974854,False,none,False,0
71,7.263096332550049,measure,False,0.19235100080550183,1.7258249990845798,68.01284900029714,0.010462999853189103,11.270312001215643,81.38183499977458,Scissors,0.5178927183151245,False,none,False,0
72,7.344494104385376,measure,False,32.40590499990503,1.7099910000979435,68.13182999940182,0.011202999303350225,11.256847999902675,113.71438900096109,Scissors,0.6603415012359619,False,none,False,0
73,7.45822548866272,measure,False,0.19670300025609322,1.7470279999542981,67.75520200062601,0.010666999514796771,11.278107998805353,81.15750300021318,Scissors,0.5684155225753784,False,none,False,0
74,7.539399147033691,measure,False,37.52039699975285,1.7137320010078838,67.8529239994532,0.010036999810836278,12.32219499979692,119.58658000003197,Paper,0.4189820885658264,False,none,False,0
75,7.659002304077148,measure,False,0.19214700114389416,1.7272320001211483,68.08744100089825,0.01038899972627405,11.279014999672654,81.46324200060917,Scissors,0.36040008068084717,False,none,False,0
76,7.740481853485107,measure,False,36.43969900076627,1.7136949991254369,68.26131100024213,0.01079600042430684,11.266219000390265,117.86301500069385,Paper,0.35453251004219055,False,none,False,0
77,7.858363151550293,measure,False,0.19275900012871716,1.736341999276192,67.92853500155616,0.01135200000135228,11.28066399905947,81.3204650003172,Scissors,0.30576619505882263,False,none,False,0
78,7.93969988822937,measure,False,37.22536100030993,1.706823999484186,68.20742200034147,0.00983300014922861,11.252793001403916,118.57310400046117,Scissors,0.5284175276756287,False,none,False,0
79,8.058289051055908,measure,False,0.20044399934704416,1.7556389993842458,68.07670099988172,0.011037000149372034,11.256608000621782,83.83526699981303,Scissors,0.5356651544570923,False,none,False,0
80,8.142141103744507,measure,False,30.80378400045447,2.363173000048846,68.17325600059121,0.010833000487764366,11.251071000515367,112.77917200095544,Paper,0.33161452412605286,False,none,False,0
81,8.254936695098877,measure,False,0.1921660004882142,1.7099169999710284,67.73407299988321,0.010777001079986803,11.26881199888885,81.0887810002896,Scissors,0.2362157553434372,False,none,False,0
82,8.336041927337646,measure,False,36.90756700052589,1.7092880007112399,68.52019799953268,0.1519070010544965,12.29243600027985,119.7174509998149,Rock,0.7133358716964722,True,none,False,1
83,8.455775260925293,measure,False,0.19477699970593676,1.7008430004352704,67.97007199929794,0.010406998626422137,11.272440999164246,81.31898299870954,Rock,0.3980688750743866,False,none,False,0
84,8.537110328674316,measure,False,35.852794999300386,1.7203620009240694,67.94892299876665,0.010907999239861965,11.247145001107128,116.98348299978534,Paper,0.3273215889930725,False,none,False,0
85,8.654109954833984,measure,False,0.18786900000122841,1.7308240003330866,67.80825799978629,0.15727700156276114,11.248831000557402,81.26768799957063,Rock,0.834526777267456,True,none,False,1
86,8.735392808914185,measure,False,37.57115599910321,1.7159170001832535,67.90847899901564,0.19309099843667354,12.290046999623883,119.81282000124338,Rock,0.9591805338859558,True,none,False,1
87,8.85522174835205,measure,False,0.18535100025474094,1.703971998722409,67.83010999970429,0.16590599989285693,11.241071000767988,81.26979900043807,Rock,0.9858032464981079,True,none,False,1
88,8.936507225036621,measure,False,36.471716999585624,1.7075279993150616,68.2208289999835,0.15992600128811318,12.293416999455076,118.99130599886121,Rock,0.9636164903640747,True,none,False,1
89,9.055514812469482,measure,False,0.18948099932458717,2.212747000157833,68.06972000049427,0.15498099855904002,11.274034000962274,84.3438750016503,Rock,0.9484716057777405,True,none,False,1
90,9.139874935150146,measure,False,29.12879200084717,1.695787999778986,68.04199700127356,0.1541660003567813,12.290381000639172,111.46547400130657,Rock,0.9355663061141968,True,none,False,1
91,9.25135612487793,measure,False,0.19399899974814616,1.7322130006505176,68.24590299947886,0.15699899995524902,11.260645000220393,81.72336999996332,Rock,0.9611875414848328,True,none,False,1
92,9.33309531211853,measure,False,35.903756999687175,1.6969169992080424,68.2662369999889,0.14931399891793262,12.266620999071165,118.4185490001255,Rock,0.9716871380805969,True,none,False,1
93,9.451532363891602,measure,False,0.19151699962094426,1.701712999420124,68.02955300008762,0.15892499868641607,11.268811000263668,81.48529800018878,Rock,0.9649897217750549,True,none,False,1
94,9.53303337097168,measure,False,35.97962700041535,1.7078060009225737,68.15023699891753,0.1577399998495821,11.243607999858796,117.37388899928192,Rock,0.9275964498519897,True,none,False,1
95,9.650423526763916,measure,False,0.19294300000183284,1.733917000819929,67.98538600014581,0.16474000040034298,11.266867000813363,81.48340899970208,Rock,0.9411177635192871,True,none,False,1
96,9.73192286491394,measure,False,37.09943600006227,1.7115840000769822,68.17973699980939,0.15114799862203654,11.2463490004302,118.52391899992654,Rock,0.9418867826461792,True,none,False,1
97,9.850463390350342,measure,False,0.19057299869018607,1.7317869987891754,67.80774000071688,0.15722100033599418,11.268515001574997,81.28929799931939,Rock,0.9510527849197388,True,none,False,1
98,9.931768655776978,measure,False,33.26773399930971,1.6999170002236497,67.9140530010045,0.18203600120614283,11.238237999350531,114.43573599899537,Rock,0.9703096747398376,True,none,False,1
99,10.046220302581787,measure,False,0.21188800019444898,1.7669170010776725,67.88573899939365,0.156943999172654,11.274627000602777,83.76730400050292,Rock,0.9643400311470032,True,none,False,1
100,10.130004167556763,measure,False,35.045075999732944,2.3659880007471656,68.12703299874556,0.1548689997434849,12.289657999644987,118.1223100011266,Rock,0.9405825138092041,True,none,False,1
101,10.248143434524536,measure,False,0.1919070000440115,1.7140090003522346,68.13814500128501,0.16077700092864688,11.266088999036583,81.60451900039334,Rock,0.9565210938453674,True,none,False,1
102,10.329763412475586,measure,False,35.289519999423646,1.6902689985727193,68.04659000044921,0.15198099936242215,12.182492999272654,117.5062580005033,Rock,0.9365896582603455,True,none,False,1
103,10.447285890579224,measure,False,0.18353599989495706,1.9091560006927466,68.14462700094737,0.15775800056871958,11.240644998906646,81.77527800035023,Rock,0.963466465473175,True,none,False,1
104,10.529077053070068,measure,False,35.992035000163014,1.7261390003113775,68.09457099916472,0.1572579985804623,12.292490999243455,118.40330799896037,Rock,0.9559866189956665,True,none,False,1
105,10.647496461868286,measure,False,0.19685100050992332,1.742268999805674,67.99614599913184,0.15357300071627833,11.268570999163785,81.49046400103543,Rock,0.945815920829773,True,none,False,1
106,10.729002714157104,measure,False,32.07746199950634,1.7661579986452125,68.01614500000142,0.15025900029286277,11.24166299996432,113.38981699918804,Rock,0.9451096057891846,True,none,False,1
107,10.842408657073975,measure,False,0.1881280004454311,1.746417001413647,67.85820099867124,0.15374000031442847,11.262162999628345,81.34516899917799,Rock,0.9629426002502441,True,none,False,1
108,10.923770189285278,measure,False,37.314805998903466,1.759730999765452,67.96664600005897,0.15277700003935024,12.292825000258745,119.62422800024797,Rock,0.9672611951828003,True,none,False,1
109,11.043412685394287,measure,False,0.20109199977014214,2.180007000788464,67.94849700054328,0.15342500046244822,11.255108000113978,85.17679699980363,Rock,0.9444071650505066,True,none,False,1
110,11.128605604171753,measure,False,32.495535000634845,1.74108400096884,68.17399600004137,0.15531400094914716,11.244884999541682,113.94907300018531,Rock,0.942144513130188,True,none,False,1
111,11.242570400238037,measure,False,0.19329499991727062,1.7078430009860313,68.0850709995866,0.1556109982630005,11.25290500021947,81.54131500123185,Rock,0.9532041549682617,True,none,False,1
112,11.324127674102783,measure,False,36.98356600034458,1.7502680002507987,68.32206999933987,0.14138799997454043,12.155973998233094,119.47921099999803,Rock,0.9028914570808411,True,none,False,1
113,11.443623065948486,measure,False,0.20390700046846177,1.7147130001831101,68.5057169994252,0.15699899995524902,11.269996999544674,81.98744299988903,Rock,0.8604550957679749,True,none,False,1
114,11.525627136230469,measure,False,31.49724300055823,1.7664349998085527,67.98670100033632,0.15303599866456352,12.284992000786588,113.83033199854253,Rock,0.9357799887657166,True,none,False,1
115,11.63947343826294,measure,False,0.19344300017110072,1.7354539995722007,68.10660799965262,0.15459200039913412,11.260681998464861,81.58672300123726,Rock,0.9294329285621643,True,none,False,1
116,11.721075534820557,measure,False,36.054533999049454,1.7703609992167912,67.8083870006958,0.1542209993203869,11.245884999880218,117.19749999974738,Rock,0.9142175912857056,True,none,False,1
117,11.838289022445679,measure,False,0.19042399981117342,1.7322309995506657,68.21777400000428,0.15727699974377174,11.253588998442865,81.68994399966323,Rock,0.9061105251312256,True,none,False,1
118,11.919995546340942,measure,False,37.14386200044828,1.7710100000840612,67.9296449998219,0.15507299940509256,11.246275000303285,118.38119800086133,Rock,0.9290387034416199,True,none,False,1
119,12.038393497467041,measure,False,0.18855499911296647,1.781138000296778,68.06560900076875,0.1506849985162262,12.294066000322346,84.95865000077174,Rock,0.7087595462799072,True,none,False,1
120,12.123368501663208,measure,False,33.78676799911773,2.352840001549339,68.11701500009804,0.16079599845397752,12.292047000300954,116.85089099955803,Rock,0.8621771335601807,True,none,False,1
121,12.240235567092896,measure,False,0.19196199900761712,1.7201579994434724,67.79166500018619,0.15394399997603614,11.267625999607844,81.26150199859694,Rock,0.788224458694458,True,none,False,1
122,12.321512937545776,measure,False,35.65153599993209,1.7719169991323724,68.11040400134516,0.15405500016640872,11.73508700048842,117.56251699989662,Rock,0.9092166423797607,True,none,False,1
123,12.439091920852661,measure,False,0.17629600006330293,1.6965830000117421,68.51442099832639,0.16096200124593452,11.262089001320419,81.94944400020177,Rock,0.8839646577835083,True,none,False,1
124,12.521057367324829,measure,False,32.113572999151074,1.777286999640637,68.03799699991941,0.1556290008011274,11.240997000641073,113.46401999981026,Rock,0.8728074431419373,True,none,False,1
125,12.634537935256958,measure,False,0.18470299983164296,1.7535280003357911,67.72149900098157,0.1596470010554185,11.267663001490291,81.22855800138495,Rock,0.815497100353241,True,none,False,1
126,12.715782165527344,measure,False,37.39424900049926,1.8007319995376747,68.05038600032276,0.15607299974362832,11.258589000135544,118.79773200053023,Rock,0.8187294006347656,True,none,False,1
127,12.834595203399658,measure,False,0.19438799972704146,1.7184909993375186,67.81214700095006,0.15970300046319608,11.262127000009059,81.29133500005992,Rock,0.8229302763938904,True,none,False,1
128,12.915902376174927,measure,False,37.28588000012678,1.8079720011883182,67.92707199929282,0.15811000048415735,12.295268999878317,119.60869200083835,Rock,0.8572476506233215,True,none,False,1
129,13.035528898239136,measure,False,0.17722100164974108,2.2206730009202147,68.04571999964537,0.15666600120312069,11.271403998762253,84.34922699962044,Rock,0.8244844079017639,True,none,False,1
130,13.11989450454712,measure,False,33.32028899967554,1.7738610004016664,68.09481200070877,0.1610549988981802,12.289694999708445,115.784915000404,Rock,0.8917438387870789,True,none,False,1
131,13.23569631576538,measure,False,0.2143499987141695,1.7216209998878185,68.13731100010045,0.15203600014501717,11.25523800146766,81.61520399880828,Rock,0.9058735370635986,True,none,False,1
132,13.31732726097107,measure,False,31.89589000066917,1.7844169997260906,68.01694200112252,0.15505400006077252,11.248867000176688,113.24333599986858,Paper,0.7790539860725403,True,none,False,1
133,13.430587768554688,measure,False,0.18951699894387275,1.9215270003769547,68.19427399932465,0.17036999997799285,11.248052998780622,81.86031399964122,Scissors,0.7691468000411987,True,none,False,1
134,13.512464761734009,measure,False,36.75349399964034,1.796565000404371,67.89620099880267,0.17283199849771336,12.287823999940883,119.04391600000963,Scissors,0.9408078193664551,True,none,False,1
135,13.631524801254272,measure,False,0.19855400023516268,1.7278609993809368,67.97727599951031,0.1729439991322579,11.25429300009273,81.46381599908636,Scissors,0.950443685054779,True,none,False,1
136,13.71300482749939,measure,False,36.231607000445365,1.7989530006161658,68.00829399981012,0.17687000035948586,11.243810999076231,117.59983099909732,Scissors,0.8914576768875122,True,none,False,1
137,13.830620765686035,measure,False,0.2100729998346651,1.7233799990208354,68.12910799999372,0.17240700071852189,11.274516000412405,81.64490700073657,Scissors,0.9115685224533081,True,none,False,1
138,13.91228199005127,measure,False,36.97391800051264,1.7889350001496496,67.83103499947174,0.17764799849828705,11.245367999435985,118.15658699924825,Scissors,0.8474400639533997,True,none,False,1
139,14.030455112457275,measure,False,0.18040700160781853,1.8263420006405795,67.9553499994654,0.17922199913300574,11.242625998420408,83.90176700049778,Scissors,0.8250995874404907,True,none,False,1
140,14.114374160766602,measure,False,30.89448700120556,2.420876999167376,68.19712600008643,0.17357399883621838,11.24057099877973,113.06931800027087,Scissors,0.8709920644760132,True,none,False,1
141,14.22745966911316,measure,False,0.19855400023516268,1.7136759997811168,68.04609000027995,0.1700550001260126,11.252922000494436,81.51994600120815,Scissors,0.8686051964759827,True,none,False,1
142,14.308995485305786,measure,False,36.28205099994375,1.7845279999164632,68.23543999962567,0.17325900080322754,11.244553001233726,117.86073800067243,Scissors,0.9022880792617798,True,none,False,1
143,14.426872730255127,measure,False,0.1935360014613252,2.1581000000878703,68.33851400006097,0.17718399976729415,12.27667700004531,83.28082499974698,Scissors,0.8937186598777771,True,none,False,1
144,14.51016879081726,measure,False,35.11670599982608,1.7733610002323985,68.03542299894616,0.17344399930152576,11.247829999774694,116.48657799923967,Scissors,0.886695384979248,True,none,False,1
145,14.626671552658081,measure,False,0.20753599892486818,1.7011399995681131,68.09610800155497,0.17059099991456605,11.258921998887672,81.5736120002839,Scissors,0.8685400485992432,True,none,False,1
146,14.708261728286743,measure,False,37.02817699922889,1.7876199999591336,67.91888699990523,0.17509099961898755,11.254810999162146,118.29940200004785,Scissors,0.8463260531425476,True,none,False,1
147,14.826577425003052,measure,False,0.212610000744462,1.7087500000343425,68.03655300063838,0.17344399930152576,11.262238000199432,81.53098199909437,Scissors,0.8336016535758972,True,none,False,1
148,14.908124685287476,measure,False,33.19462400031625,1.7903429998114007,68.01031199938734,0.17523899987281766,11.247274998822832,114.55708799985587,Scissors,0.8344156742095947,True,none,False,1
149,15.022700071334839,measure,False,0.1793510000425158,2.2100070000306005,68.00392399964039,0.1817030006350251,11.255368001002353,84.3532269991556,Scissors,0.8195812106132507,True,none,False,1
150,15.107069730758667,measure,False,34.248099000251386,1.769361000697245,67.83318300040264,0.18023899974650703,11.247514999922714,115.4154350006138,Scissors,0.8448447585105896,True,none,False,1
151,15.222501277923584,measure,False,0.20159199993941002,1.7413990008208202,68.1536629999755,0.1723140012472868,11.268588999882923,81.6720009988785,Scissors,0.8385419249534607,True,none,False,1
152,15.304189205169678,measure,False,37.138788000447676,1.8188800004281802,67.84742399941024,0.1737769998726435,11.248885000895825,118.3617900005629,Scissors,0.8358061909675598,True,none,False,1
153,15.422567367553711,measure,False,0.2195170000049984,1.7051769991667243,68.6438270004146,0.17688799925963394,12.293620999116683,83.18210300058126,Scissors,0.8315602540969849,True,none,False,1
154,15.505765676498413,measure,False,35.56972200021846,1.7628980003792094,67.89890499931062,0.17709099847706966,11.255163999521756,116.79926100077864,Scissors,0.8412562012672424,True,none,False,1
155,15.622581958770752,measure,False,0.21507299970835447,1.716323999062297,67.89918300091813,0.17612899864616338,11.25975600007223,81.40287199967133,Scissors,0.8296729326248169,True,none,False,1
156,15.70400094985962,measure,False,33.39262199915538,1.7764170006557833,67.68207299865026,0.1754810000420548,11.254682000071625,114.41525600093883,Scissors,0.8232656121253967,True,none,False,1
157,15.818433284759521,measure,False,0.19670200163091067,1.7302870001003612,68.01660899873241,0.15977700059011113,11.24840500051505,81.48566800082335,Paper,0.8232314586639404,True,none,False,1
